gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,iucn_category
1978380086,b89d52a2-861d-4388-adad-c0da3d55fc78,2d8ec6c4-61eb-4637-8fa8-78b51f95080d,Plantae,Tracheophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos,Encephalartos nubimontanus,NA,SPECIES,Encephalartos nubimontanus P.J.H.Hurter,Encephalartos nubimontanus,P.J.H.Hurter,US,NA,Florida,PRESENT,NA,8483a1f0-1032-11db-ae00-b8a03c50a862,25.6787,-80.2737,NA,NA,NA,NA,NA,NA,6/8/17 0:00,8,6,2017,2683831,2683831,PRESERVED_SPECIMEN,FLAS,NA,267673,17-122,NA,NA,CC_BY_NC_4_0,University of Florida,Nathalie Nagalingum,NA,NA,4/24/23 4:07,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1930610862,d415c253-4d61-4459-9d25-4015b9084fb0,c9165786-8b8f-4222-bbc9-98d7de9930e3,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Deppea,Deppea splendens,NA,SPECIES,Deppea splendens Breedlove & Lorence,Deppea splendens Breedlove & Lorence,Breedlove & Lorence,US,New York Botanical Garden,New York,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,40.8569,-73.8744,NA,NA,NA,NA,NA,NA,1/25/12 0:00,25,1,2012,2904964,2904964,PRESERVED_SPECIMEN,NY,NY,3372947,59015,NA,NA,CC0_1_0,The New York Botanical Garden,M. H. Nee,NA,NA,3/30/23 0:20,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY,EX
1930488525,d415c253-4d61-4459-9d25-4015b9084fb0,c07048e1-3144-4605-9d69-e3f02ad2be0b,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia altamaha Marshall,Marshall,US,"New York Botanical Garden, between Harding Lab & Native Plant Garden",New York,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,40.85,-73.88,NA,NA,NA,NA,NA,NA,7/23/94 0:00,23,7,1994,5421082,5421082,PRESERVED_SPECIMEN,NY,NY,40560,518,D. E. Atha,1/1/94 0:00,CC0_1_0,The New York Botanical Garden,D. E. Atha,NA,NA,3/30/23 0:18,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,EX
1930325843,d415c253-4d61-4459-9d25-4015b9084fb0,b4fb36e5-f883-4b41-9d07-8b5aeb116fb2,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Cyanea,Cyanea arborea,NA,SPECIES,Cyanea arborea Hillebr.,Cyanea arborea Hillebr.,Hillebr.,US,"Ulupalakua, Maui Island",Hawaii,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,20.649872,-156.395067,NA,NA,NA,NA,NA,NA,3/1/19 0:00,NA,3,1919,5412167,5412167,PRESERVED_SPECIMEN,NY,NY,2473406,s.n.,NA,NA,CC0_1_0,The New York Botanical Garden,J. F. C. Rock,NA,NA,3/30/23 0:19,NA,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY,EX
1929792617,d415c253-4d61-4459-9d25-4015b9084fb0,8f6a9eaa-831f-45eb-ba8c-26fee2e879f7,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Brugmansia,Brugmansia suaveolens,NA,SPECIES,Datura suaveolens Humb. & Bonpl. ex Willd.,Datura suaveolens Humb. & Bonpl. ex Willd.,Humb. & Bonpl. ex Willd.,US,Eastern shore of Lake Okeechobee.,Florida,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,26.844515,-80.629084,NA,NA,NA,NA,NA,NA,4/17/24 0:00,17,4,1924,2928886,5341758,PRESERVED_SPECIMEN,NY,NY,1423856,11158,NA,NA,CC0_1_0,The New York Botanical Garden,J. K. Small,NA,NA,3/30/23 0:19,StillImage,COLLECTION_MATCH_FUZZY,EX
1928549523,d415c253-4d61-4459-9d25-4015b9084fb0,373b446f-51a2-48cc-a5b4-3ecc27016856,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia altamaha Marshall,Marshall,US,"New York City.  Grounds of The New York Botanical Garden, N of Waring Ave and W of the Bronx River. Native Plant Garden",New York,PRESENT,NA,ae447c50-b8a8-11d8-92a4-b8a03c50a862,40.863518,-73.878644,NA,NA,NA,NA,NA,NA,10/26/09 0:00,26,10,2009,5421082,5421082,PRESERVED_SPECIMEN,NY,NY,1157695,8495,D. E. Atha,1/1/09 0:00,CC0_1_0,The New York Botanical Garden,D. E. Atha,NA,NA,3/30/23 0:19,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;COLLECTION_MATCH_FUZZY,EX
1846525667,3c59bd42-7bfd-421b-8da4-275780390e4c,bac90dc4-0a71-4145-a842-b9015431bcce,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave vera-cruz,NA,SPECIES,Agave lurida Aiton,Agave lurida,Ait.,US,"Cultivated at Desert Botanical Garden, 33 deg 27'33'' N, 111 deg 56'35'' W, ca 1200 feet, accession number 1972 0039 0101, cultivated plant not of known wild origin.",Arizona,PRESENT,NA,e1f6195c-b21b-4601-809e-bdf0488ee9a4,33.459167,-111.943056,NA,NA,366,NA,NA,NA,6/17/04 0:00,17,6,2004,2766860,2766994,PRESERVED_SPECIMEN,DES,NA,DES00064269,18233,NA,NA,CC_BY_4_0,NA,Wendy C. Hodgson,NA,NA,4/24/23 17:05,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1846525610,3c59bd42-7bfd-421b-8da4-275780390e4c,1bd63c29-d166-4943-a098-89d9db67b6da,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,Agave vera-cruz,NA,SPECIES,Agave lurida Aiton,Agave lurida,Ait.,US,"Cultivated at Desert Botanical Garden, 33 deg 27'33'' N, 111 deg 56'35'' W, ca 1200 feet, accession number 1972 0039 0101, cultivated plant not of known wild origin.",Arizona,PRESENT,NA,e1f6195c-b21b-4601-809e-bdf0488ee9a4,33.459167,-111.943056,NA,NA,366,NA,NA,NA,6/17/04 0:00,17,6,2004,2766860,2766994,PRESERVED_SPECIMEN,DES,NA,DES00064264,18233,NA,NA,CC_BY_4_0,NA,Wendy C. Hodgson,NA,NA,4/24/23 17:05,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1503278999,af1b4db0-c8ce-4a95-b700-8a6a02bed9d6,6A378919-4C88-45A5-A99A-87A98DF1B3BA,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,"E.Q. Begley home, 136 Clovercrest Road, Wethersfield.",Connecticut,PRESENT,NA,253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9,41.6856,-72.6892,NA,NA,NA,NA,NA,NA,8/21/02 0:00,21,8,2002,5421082,5421082,PRESERVED_SPECIMEN,USF,Herb,284018,34943,S. R. Hill,1/1/02 0:00,CC_BY_4_0,NA,S. R. Hill,NA,NA,4/21/23 1:58,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_COLLECTION_MISMATCH,EX
1503169905,af1b4db0-c8ce-4a95-b700-8a6a02bed9d6,33197154-5435-4CAB-8F49-AFE94BB19FA4,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Brugmansia,Brugmansia sanguinea,NA,SPECIES,Brugmansia sanguinea (Ruiz & Pav.) D.Don,Brugmansia sanguinea,(Ruiz & Pav.) D. Don,US,"N rim of Fuschia Dell, S edge of N Ridge Drive, Golden Gate Park, San Francisco.",California,PRESENT,NA,253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9,39.3366,-123.301,NA,NA,NA,NA,NA,NA,6/23/69 0:00,23,6,1969,5341760,5341760,PRESERVED_SPECIMEN,USF,Herb,102700,1391,NA,NA,CC_BY_4_0,NA,"S. Kawahara, F. Yamasaki",NA,NA,4/21/23 1:59,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_COLLECTION_MISMATCH,EX
1457798537,b89d52a2-861d-4388-adad-c0da3d55fc78,a080d1a8-ffe2-413d-ac60-34dcc2c36b00,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Brugmansia,Brugmansia versicolor,NA,SPECIES,Brugmansia versicolor Lagerh.,Brugmansia versicolor,Lagerh.,US,NA,Florida,PRESENT,NA,8483a1f0-1032-11db-ae00-b8a03c50a862,27.333333,-82.55,NA,NA,NA,NA,NA,NA,1/29/98 0:00,29,1,1998,5581019,5581019,PRESERVED_SPECIMEN,FLAS,NA,198712,11233,NA,NA,CC_BY_NC_4_0,University of Florida,J. Richard Abbott,NA,NA,4/24/23 4:07,NA,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1453143563,50c9509d-22c7-4a22-a47d-8c48425ef4a7,http://www.inaturalist.org/observations/4364062,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Cyanea,Cyanea superba,superba,SUBSPECIES,Cyanea superba subsp. superba,Cyanea superba superba,NA,US,NA,Hawaii,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,21.544002,-158.154245,30377,NA,NA,NA,NA,NA,9/20/16 7:59,20,9,2016,7069343,5412245,HUMAN_OBSERVATION,iNaturalist,Observations,4364062,NA,Sean Erroll MacDonald,10/15/16 19:09,CC_BY_NC_4_0,Sean Erroll MacDonald,Sean Erroll MacDonald,NA,NA,4/19/23 13:08,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES,EX
1320925390,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3a4ad3846-9a1d-42e0-862e-b5b82066a8a8,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,NA,District of Columbia,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.895,-77.0367,NA,NA,NA,NA,NA,NA,1881-11-26 00:00:00,26,11,1881,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 136304,s.n.,"Prince, L. M.",NA,CC0_1_0,NA,L. F. Ward,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,EX
1320766938,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/39dad1a6e-0cad-4e5b-a41d-3dd964a684f2,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,United States Botanic Garden Production Facility - 2400 Shepherd Parkway SW,District of Columbia,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.8174,-77.0158,NA,NA,15,NA,NA,NA,7/16/15 0:00,16,7,2015,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 3694646,555,NA,NA,CC0_1_0,NA,"K. M. Van Neste, S. E. Gabler, C. L. Kelloff, O. Gulledge, A. Hill & K. Wallick",NA,NA,4/18/23 12:49,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,EX
1320671000,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/3996ffa08-8733-42fd-b36e-c2ea0a58195d,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,Lafayette Square.,District of Columbia,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.8989,-77.0381,NA,NA,NA,NA,NA,NA,1895-07-26 00:00:00,26,7,1895,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 478339,s.n.,"Prince, L. M.",NA,CC0_1_0,NA,G. B. Sudworth,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,EX
1320305606,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/389455787-e7df-433f-8d9b-e68729e1eb2b,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,Chevy Chase,Maryland,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.9711,-77.0767,NA,NA,NA,NA,NA,NA,9/10/05 0:00,10,9,1905,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 494751,s.n.,NA,NA,CC0_1_0,NA,F. V. Coville,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,EX
1320183341,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/383d87532-5042-42ad-9fc1-ae8520e2edf0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Kokia,Kokia cookei,NA,SPECIES,Kokia cookei O.Deg.,Kokia cookei,O. Deg.,US,"Koloa District, Lawai Valley, National Tropical Botanical Garden Pump 6 Nursery.",Hawaii,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,21.9,-159.508,NA,NA,15,0,NA,NA,4/3/03 0:00,3,4,2003,5406805,5406805,PRESERVED_SPECIMEN,US,US,US 3584077,161,NA,NA,CC0_1_0,NA,L. M. Dunn,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;CONTINENT_DERIVED_FROM_COORDINATES,EX
1319645134,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/36c0ebedd-4a5c-4651-aa10-1f6a993611b6,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,Congressional Gardens,District of Columbia,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.8894,-77.0097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 11631,s.n.,NA,NA,CC0_1_0,NA,D. Parry,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,EX
1319641884,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/36be9cbda-0160-42da-9fad-b0bf50db1da7,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,NA,District of Columbia,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.895,-77.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 11634,s.n.,NA,NA,CC0_1_0,NA,G. R. Vasey,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID,EX
1319393392,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/360eb38d9-4812-4fbc-ae02-818b2aa79817,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ochrosia,Ochrosia brownii,NA,SPECIES,Ochrosia brownii (Fosberg & Sachet) Lorence & Butaud,Ochrosia brownii,(Fosberg & Sachet) Lorence & Butaud,US,"Hwy 395, west on Whitney Portal Road.",California,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,36.5969,-118.171,NA,NA,1701,0,NA,NA,5/7/16 0:00,7,5,2016,7383547,7383547,PRESERVED_SPECIMEN,US,US,US 3693953,LC 029,NA,NA,CC0_1_0,NA,L. Crawford & S. Crawford,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,EX
1318806696,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/346f1ae7b-8d05-456b-9273-98d113504c46,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,NA,District of Columbia,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.895,-77.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 11632,s.n.,NA,NA,CC0_1_0,NA,G. R. Vasey,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID,EX
1318347288,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/332a3e935-af38-4683-8b4b-85cc77626d32,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,Chevy Chase.,Maryland,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.9711,-77.0767,NA,NA,NA,NA,NA,NA,9/10/05 0:00,10,9,1905,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 494750,s.n.,"Prince, L. M.",NA,CC0_1_0,NA,F. V. Coville,NA,NA,4/18/23 12:49,StillImage,GEODETIC_DATUM_ASSUMED_WGS84,EX
1317836920,821cc27a-e3bb-4bc5-ac34-89ada245069d,http://n2t.net/ark:/65665/31c0e484c-d8a3-4d60-ad91-d220ddbf9d76,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha,Marshall,US,NA,District of Columbia,PRESENT,1,bc092ff0-02e4-11dc-991f-b8a03c50a862,38.895,-77.0367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5421082,5421082,PRESERVED_SPECIMEN,US,US,US 11633,s.n.,"Prince, L. M.",NA,CC0_1_0,NA,G. R. Vasey,NA,NA,4/18/23 12:50,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID,EX
1265792261,90c853e6-56bd-480b-8e8f-6285c3f8d42b,36a60ea9-47cd-44fa-920d-50910724ebe7,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,Sophora toromiro,NA,SPECIES,Sophora toromiro (Phil.) Skottsb.,Sophora toromiro Skottsb.,NA,US,NA,Texas,PRESENT,NA,7b8aff00-a9f8-11d8-944b-b8a03c50a862,26.030327,-97.157471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2959054,2959054,PRESERVED_SPECIMEN,F,Botany,V0368378F,128,NA,NA,CC0_1_0,The Field Museum of Natural History,A. C. V. Schott,NA,NA,1/24/23 22:48,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY,EX
1259271416,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:200154,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha Marshall,Marshall,US,Walt Disney World Nurseries. Green Tree Plot.,Florida,PRESENT,1,90fd6680-349f-11d8-aa2d-b8a03c50a862,28.5,-81.45,NA,NA,200,NA,NA,NA,11/20/92 0:00,20,11,1992,5421082,5421082,PRESERVED_SPECIMEN,MO,Tropicos,200154,Merello 480,NA,NA,CC_BY_4_0,Missouri Botanical Garden,Mary Merello;et al.,NA,NA,4/24/23 19:52,NA,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1259176987,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:191593,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melhania,Melhania melanoxylon,NA,SPECIES,Trochetiopsis melanoxylon (R.Br. ex Aiton) Marais,Trochetiopsis melanoxylon (R. Br.) Marais,(R. Br.) Marais,US,"Balboa State Park; San Diego Zoo; zoo grounds, cultivated collection.",California,PRESENT,2,90fd6680-349f-11d8-aa2d-b8a03c50a862,32.66666,-117.16666,NA,NA,65,45,NA,NA,12/14/92 0:00,14,12,1992,3671516,3671377,PRESERVED_SPECIMEN,MO,Tropicos,191593,Schmidt 754,NA,NA,CC_BY_4_0,Missouri Botanical Garden,Heidi H. Schmidt;Mary Merello,NA,NA,4/24/23 19:51,NA,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1259176966,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:191587,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Melhania,Melhania erythroxylon,NA,SPECIES,Trochetiopsis erythroxylon (G.Forst.) Marais,Trochetiopsis erythroxylon (G. Forst.) Marais,(G. Forst.) Marais,US,"Balboa State Park; San Diego Zoo; zoo grounds, cultivated collection.",California,PRESENT,2,90fd6680-349f-11d8-aa2d-b8a03c50a862,32.66666,-117.16666,NA,NA,65,45,NA,NA,12/15/92 0:00,15,12,1992,3671540,3671727,PRESERVED_SPECIMEN,MO,Tropicos,191587,Schmidt 769,NA,NA,CC_BY_4_0,Missouri Botanical Garden,Heidi H. Schmidt;Mary Merello,NA,NA,4/24/23 19:51,NA,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1258116712,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:100787309,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Brugmansia,Brugmansia versicolor,NA,SPECIES,Brugmansia versicolor Lagerh.,Brugmansia versicolor Lagerh.,Lagerh.,US,"Sarasota; Marie Selby Botanical Gardens, 811 South Palm Avenue.",Florida,PRESENT,NA,90fd6680-349f-11d8-aa2d-b8a03c50a862,27.3333,-82.55,NA,NA,NA,NA,NA,NA,1/29/98 0:00,29,1,1998,5581019,5581019,PRESERVED_SPECIMEN,MO,Tropicos,100787309,Abbott 11233,NA,NA,CC_BY_4_0,Missouri Botanical Garden,J. Richard Abbott,NA,NA,4/24/23 19:52,NA,GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1258073459,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:100742949,Plantae,Tracheophyta,Magnoliopsida,Ericales,Theaceae,Franklinia,Franklinia alatamaha,NA,SPECIES,Franklinia alatamaha Bartram ex Marshall,Franklinia alatamaha Marshall,Marshall,US,Missouri Botanical Garden.,Missouri,PRESENT,1,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.6,-90.25,NA,NA,160,NA,NA,NA,8/11/14 0:00,11,8,2014,5421082,5421082,PRESERVED_SPECIMEN,MO,Tropicos,100742949,Grayum 13190,NA,NA,CC_BY_4_0,Missouri Botanical Garden,Michael H. Grayum,NA,NA,4/24/23 19:52,NA,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
1230523732,7f5260c2-f762-11e1-a439-00145eb45e9a,https://w.jacq.org/W19120003596,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Cyanea,Cyanea pohaku,NA,SPECIES,Cyanea pohaku Lammers,Cyanea pohaku Lammers,NA,US,"Haleakala crater, 7000ft. [= 2134m], Maui.",NA,PRESENT,NA,4e11d750-bafb-11d9-8e53-b8a03c50a862,20.70472,-156.17667,NA,NA,2134,NA,NA,NA,10/1/10 0:00,NA,10,1910,5412162,5412162,PRESERVED_SPECIMEN,W,Herbarium W,1912-0003596,NA,T.G. Lammers (OS) 1987-09-14,NA,CC_BY_4_0,NA,"Rock,J.F.",ISOTYPE,NA,4/24/23 22:19,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,EX
122930532,832cb04e-f762-11e1-a439-00145eb45e9a,0C00B3EF-7B83-4D12-9CA6-0E8F16F3392D,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Corypha,Corypha taliera,NA,SPECIES,Corypha taliera Roxb.,Corypha taliera,NA,US,NA,NA,PRESENT,NA,bd561840-efdc-11d9-a329-b8a03c50a862,44.7316,-93.178,NA,NA,NA,NA,NA,NA,4/29/88 0:00,29,4,1988,5293456,5293456,PRESERVED_SPECIMEN,FTG,Herbarium,87993,1806,NA,NA,CC_BY_4_0,NA,"R. W. Sanders, C. E. Hubbuch",NA,NA,4/26/23 1:49,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_UNCERTAINTY_METERS_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_COLLECTION_MISMATCH,EX
122930531,832cb04e-f762-11e1-a439-00145eb45e9a,52E04BD2-7C92-49D0-AA8D-CD4BDB2E902D,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Corypha,Corypha taliera,NA,SPECIES,Corypha taliera Roxb.,Corypha taliera,NA,US,NA,NA,PRESENT,NA,bd561840-efdc-11d9-a329-b8a03c50a862,44.7316,-93.178,NA,NA,NA,NA,NA,NA,4/29/88 0:00,29,4,1988,5293456,5293456,PRESERVED_SPECIMEN,FTG,Herbarium,87992,1806,NA,NA,CC_BY_4_0,NA,"R. W. Sanders, C. E. Hubbuch",NA,NA,4/26/23 1:49,StillImage,GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_UNCERTAINTY_METERS_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_COLLECTION_MISMATCH,EX
